日付,時間帯,商品カテゴリ,売上
2021-07-18,18:00:00,入場料,26600
2021-07-18,18:00:00,物販,1800
2021-07-19,08:00:00,入場料,1200
2021-07-19,09:00:00,入場料,600
2021-07-19,10:00:00,イベント,200
2021-07-19,10:00:00,カフェ,800
2021-07-19,10:00:00,入場料,2400
2021-07-19,11:00:00,イベント,400
2021-07-19,11:00:00,カフェ,1600
2021-07-19,11:00:00,入場料,3600
2021-07-19,12:00:00,カフェ,0
2021-07-19,12:00:00,入場料,1800
2021-07-19,13:00:00,イベント,1400
2021-07-19,13:00:00,カフェ,5600
2021-07-19,13:00:00,入場料,4000
2021-07-19,13:00:00,茶道,10000
2021-07-19,14:00:00,イベント,600
2021-07-19,14:00:00,カフェ,2400
2021-07-19,14:00:00,入場料,1800
2021-07-19,14:00:00,物販,500
2021-07-19,15:00:00,イベント,600
2021-07-19,15:00:00,カフェ,2400
2021-07-19,15:00:00,入場料,1200
2021-07-19,16:00:00,カフェ,0
2021-07-19,16:00:00,入場料,1200
2021-07-19,18:00:00,イベント,400
2021-07-19,18:00:00,カフェ,1600
2021-07-19,18:00:00,入場料,9700
2021-07-20,09:00:00,イベント,400
2021-07-20,09:00:00,カフェ,1600
2021-07-20,09:00:00,入場料,5000
2021-07-20,10:00:00,カフェ,0
2021-07-20,11:00:00,カフェ,0
2021-07-20,11:00:00,入場料,600
2021-07-20,12:00:00,イベント,200
2021-07-20,12:00:00,カフェ,800
2021-07-20,12:00:00,入場料,5400
2021-07-20,13:00:00,イベント,600
2021-07-20,13:00:00,カフェ,2400
2021-07-20,13:00:00,入場料,1800
2021-07-20,14:00:00,イベント,1000
2021-07-20,14:00:00,カフェ,4800
2021-07-20,14:00:00,入場料,4800
2021-07-20,15:00:00,イベント,1000
2021-07-20,15:00:00,カフェ,4800
2021-07-20,15:00:00,入場料,3600
2021-07-20,16:00:00,イベント,1000
2021-07-20,16:00:00,カフェ,4000
2021-07-20,16:00:00,入場料,4200
2021-07-20,17:00:00,カフェ,0
2021-07-20,18:00:00,イベント,1000
2021-07-20,18:00:00,カフェ,4000
2021-07-20,18:00:00,入場料,6600
2021-07-21,09:00:00,入場料,8200
2021-07-21,10:00:00,カフェ,0
2021-07-21,10:00:00,ガイド,11000
2021-07-21,10:00:00,入場料,600
2021-07-21,11:00:00,入場料,600
2021-07-21,12:00:00,入場料,1000
2021-07-21,13:00:00,カフェ,0
2021-07-21,13:00:00,入場料,0
2021-07-21,13:00:00,物販,600
2021-07-21,14:00:00,カフェ,0
2021-07-21,14:00:00,入場料,4200
2021-07-21,15:00:00,イベント,800
2021-07-21,15:00:00,カフェ,3200
2021-07-21,15:00:00,入場料,3000
2021-07-21,16:00:00,カフェ,0
2021-07-21,16:00:00,入場料,1800
2021-07-21,17:00:00,カフェ,0
2021-07-21,18:00:00,イベント,2000
2021-07-21,18:00:00,カフェ,8000
2021-07-21,18:00:00,入場料,7800
2021-07-22,08:00:00,イベント,400
2021-07-22,08:00:00,カフェ,1600
2021-07-22,08:00:00,入場料,1200
2021-07-22,09:00:00,カフェ,0
2021-07-22,09:00:00,入場料,600
2021-07-22,10:00:00,入場料,1800
2021-07-22,11:00:00,イベント,600
2021-07-22,11:00:00,カフェ,2400
2021-07-22,11:00:00,入場料,1800
2021-07-22,12:00:00,イベント,400
2021-07-22,12:00:00,カフェ,1600
2021-07-22,12:00:00,入場料,4200
2021-07-22,13:00:00,イベント,2000
2021-07-22,13:00:00,カフェ,8000
2021-07-22,13:00:00,入場料,9600
2021-07-22,14:00:00,イベント,1200
2021-07-22,14:00:00,カフェ,4800
2021-07-22,14:00:00,入場料,7200
2021-07-22,15:00:00,イベント,1600
2021-07-22,15:00:00,カフェ,6400
2021-07-22,15:00:00,入場料,8400
2021-07-22,16:00:00,カフェ,0
2021-07-22,17:00:00,イベント,12000
2021-07-22,17:00:00,カフェ,48000
2021-07-22,17:00:00,入場料,42700
2021-07-23,07:00:00,物販,300
2021-07-23,09:00:00,カフェ,0
2021-07-23,09:00:00,入場料,1200
2021-07-23,10:00:00,イベント,1400
2021-07-23,10:00:00,カフェ,5600
2021-07-23,10:00:00,入場料,5400
2021-07-23,11:00:00,イベント,1200
2021-07-23,11:00:00,カフェ,4800
2021-07-23,11:00:00,入場料,7300
2021-07-23,11:00:00,物販,5300
2021-07-23,12:00:00,イベント,200
2021-07-23,12:00:00,カフェ,800
2021-07-23,12:00:00,入場料,4200
2021-07-23,12:00:00,物販,2500
2021-07-23,13:00:00,カフェ,0
2021-07-23,13:00:00,入場料,2400
2021-07-23,14:00:00,カフェ,0
2021-07-23,14:00:00,入場料,6600
2021-07-23,15:00:00,カフェ,0
2021-07-23,15:00:00,入場料,1200
2021-07-23,16:00:00,イベント,400
2021-07-23,16:00:00,カフェ,1600
2021-07-23,16:00:00,入場料,6000
2021-07-23,16:00:00,物販,600
2021-07-23,17:00:00,カフェ,0
2021-07-23,17:00:00,入場料,1200
2021-07-23,18:00:00,イベント,48400
2021-07-23,18:00:00,カフェ,53600
2021-07-23,18:00:00,入場料,63300
2021-07-23,18:00:00,物販,1800
2021-07-24,09:00:00,イベント,600
2021-07-24,09:00:00,カフェ,2400
2021-07-24,09:00:00,入場料,4200
2021-07-24,09:00:00,物販,50
2021-07-24,10:00:00,イベント,800
2021-07-24,10:00:00,カフェ,3200
2021-07-24,10:00:00,入場料,2400
2021-07-24,11:00:00,イベント,1400
2021-07-24,11:00:00,カフェ,5600
2021-07-24,11:00:00,入場料,8400
2021-07-24,12:00:00,カフェ,0
2021-07-24,12:00:00,入場料,1200
2021-07-24,12:00:00,物販,1200
2021-07-24,13:00:00,イベント,1400
2021-07-24,13:00:00,カフェ,5600
2021-07-24,13:00:00,入場料,9600
2021-07-24,13:00:00,物販,1200
2021-07-24,14:00:00,イベント,400
2021-07-24,14:00:00,カフェ,1600
2021-07-24,14:00:00,入場料,3000
2021-07-24,15:00:00,イベント,800
2021-07-24,15:00:00,カフェ,3200
2021-07-24,15:00:00,入場料,4800
2021-07-24,16:00:00,イベント,600
2021-07-24,16:00:00,カフェ,2400
2021-07-24,16:00:00,入場料,3600
2021-07-24,17:00:00,カフェ,0
2021-07-24,17:00:00,入場料,1200
2021-07-24,18:00:00,イベント,34000
2021-07-24,18:00:00,カフェ,24000
2021-07-24,18:00:00,入場料,49900
2021-07-24,18:00:00,物販,600
2021-07-25,08:00:00,カフェ,0
2021-07-25,09:00:00,カフェ,800
2021-07-25,09:00:00,入場料,1800
2021-07-25,10:00:00,イベント,400
2021-07-25,10:00:00,カフェ,1600
2021-07-25,10:00:00,入場料,1200
2021-07-25,11:00:00,カフェ,0
2021-07-25,11:00:00,入場料,1800
2021-07-25,12:00:00,イベント,200
2021-07-25,12:00:00,カフェ,1600
2021-07-25,12:00:00,入場料,13100
2021-07-25,12:00:00,物販,600
2021-07-25,13:00:00,入場料,6600
2021-07-25,14:00:00,イベント,200
2021-07-25,14:00:00,カフェ,800
2021-07-25,14:00:00,入場料,9000
2021-07-25,15:00:00,カフェ,0
2021-07-25,16:00:00,イベント,1000
2021-07-25,16:00:00,カフェ,3200
2021-07-25,16:00:00,入場料,4300
2021-07-25,17:00:00,イベント,1800
2021-07-25,17:00:00,カフェ,6400
2021-07-25,17:00:00,入場料,10200
2021-07-26,08:00:00,入場料,0
2021-07-26,09:00:00,カフェ,0
2021-07-26,09:00:00,入場料,1200
2021-07-26,11:00:00,イベント,1200
2021-07-26,11:00:00,カフェ,4800
2021-07-26,11:00:00,入場料,3000
2021-07-26,11:00:00,物販,500
2021-07-26,12:00:00,イベント,400
2021-07-26,12:00:00,カフェ,1600
2021-07-26,12:00:00,入場料,1200
2021-07-26,13:00:00,イベント,400
2021-07-26,13:00:00,カフェ,1600
2021-07-26,13:00:00,入場料,1200
2021-07-26,14:00:00,イベント,400
2021-07-26,14:00:00,カフェ,1600
2021-07-26,14:00:00,入場料,3000
2021-07-26,15:00:00,イベント,400
2021-07-26,15:00:00,カフェ,1600
2021-07-26,15:00:00,入場料,1200
2021-07-26,16:00:00,入場料,600
2021-07-26,17:00:00,イベント,2600
2021-07-26,17:00:00,カフェ,10400
2021-07-26,17:00:00,入場料,12700
2021-07-26,17:00:00,物販,1200
2021-07-27,10:00:00,入場料,1200
2021-07-27,11:00:00,イベント,200
2021-07-27,11:00:00,カフェ,800
2021-07-27,11:00:00,入場料,600
2021-07-27,12:00:00,カフェ,0
2021-07-27,13:00:00,入場料,600
2021-07-27,13:00:00,物販,600
2021-07-27,14:00:00,イベント,400
2021-07-27,14:00:00,カフェ,1600
2021-07-27,14:00:00,入場料,1200
2021-07-27,15:00:00,入場料,1800
2021-07-27,15:00:00,物販,1200
2021-07-27,16:00:00,イベント,400
2021-07-27,16:00:00,カフェ,1600
2021-07-27,16:00:00,入場料,1800
2021-07-27,17:00:00,イベント,200
2021-07-27,17:00:00,カフェ,800
2021-07-27,17:00:00,入場料,3600
2021-07-27,18:00:00,入場料,1800
2021-07-28,10:00:00,入場料,1800
2021-07-28,11:00:00,カフェ,0
2021-07-28,11:00:00,入場料,1200
2021-07-28,12:00:00,入場料,0
2021-07-28,13:00:00,イベント,600
2021-07-28,13:00:00,カフェ,2400
2021-07-28,13:00:00,入場料,1200
2021-07-28,14:00:00,イベント,400
2021-07-28,14:00:00,カフェ,1600
2021-07-28,14:00:00,入場料,0
2021-07-28,15:00:00,物販,400
2021-07-28,16:00:00,イベント,400
2021-07-28,16:00:00,カフェ,1600
2021-07-28,16:00:00,入場料,600
2021-07-28,17:00:00,イベント,400
2021-07-28,17:00:00,カフェ,1600
2021-07-28,17:00:00,入場料,0
2021-07-28,18:00:00,イベント,1400
2021-07-28,18:00:00,カフェ,5600
2021-07-28,18:00:00,入場料,3000
2021-07-28,18:00:00,物販,600
2021-07-29,09:00:00,カフェ,0
2021-07-29,09:00:00,入場料,1200
2021-07-29,10:00:00,入場料,1200
2021-07-29,11:00:00,入場料,600
2021-07-29,12:00:00,イベント,400
2021-07-29,12:00:00,カフェ,1600
2021-07-29,12:00:00,入場料,1200
2021-07-29,13:00:00,入場料,600
2021-07-29,14:00:00,イベント,200
2021-07-29,14:00:00,カフェ,800
2021-07-29,14:00:00,入場料,3000
2021-07-29,15:00:00,イベント,400
2021-07-29,15:00:00,カフェ,1600
2021-07-29,15:00:00,入場料,14600
2021-07-29,16:00:00,カフェ,0
2021-07-29,16:00:00,物販,600
2021-07-29,17:00:00,入場料,7800
2021-07-29,18:00:00,イベント,1800
2021-07-29,18:00:00,カフェ,7200
2021-07-29,18:00:00,入場料,8500
2021-07-29,18:00:00,物販,600
2021-07-30,10:00:00,カフェ,0
2021-07-30,10:00:00,入場料,1800
2021-07-30,11:00:00,イベント,400
2021-07-30,11:00:00,カフェ,1600
2021-07-30,11:00:00,入場料,6600
2021-07-30,12:00:00,イベント,200
2021-07-30,12:00:00,カフェ,800
2021-07-30,12:00:00,入場料,5900
2021-07-30,13:00:00,カフェ,0
2021-07-30,13:00:00,入場料,1200
2021-07-30,14:00:00,イベント,400
2021-07-30,14:00:00,カフェ,1600
2021-07-30,14:00:00,入場料,2700
2021-07-30,15:00:00,カフェ,0
2021-07-30,15:00:00,入場料,600
2021-07-30,17:00:00,イベント,200
2021-07-30,17:00:00,カフェ,800
2021-07-30,17:00:00,入場料,600
2021-07-30,18:00:00,イベント,1400
2021-07-30,18:00:00,カフェ,5600
2021-07-30,18:00:00,入場料,12000
2021-07-31,09:00:00,イベント,800
2021-07-31,09:00:00,カフェ,3200
2021-07-31,09:00:00,入場料,2900
2021-07-31,10:00:00,カフェ,0
2021-07-31,10:00:00,入場料,1800
2021-07-31,10:00:00,茶道,5000
2021-07-31,11:00:00,イベント,1000
2021-07-31,11:00:00,カフェ,4000
2021-07-31,11:00:00,入場料,7200
2021-07-31,11:00:00,物販,1200
2021-07-31,12:00:00,カフェ,0
2021-07-31,12:00:00,入場料,2400
2021-07-31,12:00:00,物販,1000
2021-07-31,13:00:00,イベント,1400
2021-07-31,13:00:00,カフェ,5600
2021-07-31,13:00:00,入場料,3000
2021-07-31,14:00:00,イベント,200
2021-07-31,14:00:00,カフェ,800
2021-07-31,14:00:00,入場料,2400
2021-07-31,15:00:00,イベント,400
2021-07-31,15:00:00,カフェ,1600
2021-07-31,15:00:00,入場料,1800
2021-07-31,15:00:00,茶道,200000
2021-07-31,16:00:00,カフェ,0
2021-07-31,16:00:00,入場料,600
2021-07-31,17:00:00,イベント,3600
2021-07-31,17:00:00,カフェ,14400
2021-07-31,17:00:00,入場料,27100
2021-07-31,18:00:00,入場料,3600
2021-08-01,09:00:00,イベント,400
2021-08-01,09:00:00,カフェ,1600
2021-08-01,09:00:00,入場料,4200
2021-08-01,10:00:00,カフェ,0
2021-08-01,10:00:00,入場料,1800
2021-08-01,11:00:00,カフェ,0
2021-08-01,12:00:00,イベント,400
2021-08-01,12:00:00,カフェ,1600
2021-08-01,12:00:00,入場料,6700
2021-08-01,12:00:00,物販,1200
2021-08-01,13:00:00,カフェ,0
2021-08-01,13:00:00,入場料,2400
2021-08-01,14:00:00,イベント,800
2021-08-01,14:00:00,カフェ,3200
2021-08-01,14:00:00,入場料,3600
2021-08-01,14:00:00,物販,600
2021-08-01,15:00:00,イベント,800
2021-08-01,15:00:00,カフェ,3200
2021-08-01,15:00:00,入場料,3600
2021-08-01,16:00:00,イベント,200
2021-08-01,16:00:00,カフェ,800
2021-08-01,16:00:00,入場料,1200
2021-08-01,17:00:00,イベント,4600
2021-08-01,17:00:00,カフェ,18400
2021-08-01,17:00:00,入場料,18600
2021-08-01,18:00:00,入場料,0
2021-08-02,09:00:00,イベント,400
2021-08-02,09:00:00,カフェ,1600
2021-08-02,09:00:00,入場料,1200
2021-08-02,10:00:00,カフェ,0
2021-08-02,10:00:00,入場料,600
2021-08-02,10:00:00,茶道,10000
2021-08-02,11:00:00,カフェ,0
2021-08-02,11:00:00,入場料,4400
2021-08-02,12:00:00,イベント,200
2021-08-02,12:00:00,カフェ,800
2021-08-02,12:00:00,入場料,3000
2021-08-02,13:00:00,カフェ,0
2021-08-02,13:00:00,入場料,2400
2021-08-02,14:00:00,イベント,1000
2021-08-02,14:00:00,カフェ,4000
2021-08-02,14:00:00,入場料,5400
2021-08-02,15:00:00,カフェ,0
2021-08-02,15:00:00,入場料,1800
2021-08-02,16:00:00,イベント,200
2021-08-02,16:00:00,カフェ,800
2021-08-02,16:00:00,入場料,2400
2021-08-02,17:00:00,イベント,1400
2021-08-02,17:00:00,カフェ,5600
2021-08-02,17:00:00,入場料,4800
2021-08-02,18:00:00,イベント,600
2021-08-02,18:00:00,カフェ,2400
2021-08-02,18:00:00,入場料,3000
2021-08-03,09:00:00,イベント,200
2021-08-03,09:00:00,カフェ,800
2021-08-03,09:00:00,入場料,1200
2021-08-03,10:00:00,カフェ,0
2021-08-03,11:00:00,イベント,200
2021-08-03,11:00:00,カフェ,800
2021-08-03,11:00:00,入場料,600
2021-08-03,12:00:00,入場料,1200
2021-08-03,13:00:00,カフェ,0
2021-08-03,13:00:00,入場料,2400
2021-08-03,15:00:00,イベント,200
2021-08-03,15:00:00,カフェ,800
2021-08-03,15:00:00,入場料,600
2021-08-03,16:00:00,イベント,400
2021-08-03,16:00:00,カフェ,1600
2021-08-03,16:00:00,入場料,4200
2021-08-03,17:00:00,イベント,1400
2021-08-03,17:00:00,カフェ,5600
2021-08-03,17:00:00,入場料,29800
2021-08-04,09:00:00,カフェ,0
2021-08-04,10:00:00,入場料,0
2021-08-04,12:00:00,イベント,200
2021-08-04,12:00:00,カフェ,800
2021-08-04,12:00:00,入場料,700
2021-08-04,13:00:00,イベント,400
2021-08-04,13:00:00,カフェ,1600
2021-08-04,14:00:00,カフェ,0
2021-08-04,14:00:00,入場料,2200
2021-08-04,15:00:00,イベント,400
2021-08-04,15:00:00,カフェ,1600
2021-08-04,15:00:00,入場料,1800
2021-08-04,16:00:00,カフェ,0
2021-08-04,16:00:00,入場料,1800
2021-08-04,19:00:00,イベント,1000
2021-08-04,19:00:00,カフェ,4000
2021-08-04,19:00:00,入場料,6700
2021-08-05,09:00:00,入場料,2400
2021-08-05,10:00:00,カフェ,0
2021-08-05,10:00:00,入場料,2400
2021-08-05,11:00:00,カフェ,0
2021-08-05,11:00:00,入場料,1200
2021-08-05,12:00:00,カフェ,0
2021-08-05,12:00:00,入場料,1200
2021-08-05,13:00:00,カフェ,0
2021-08-05,13:00:00,入場料,600
2021-08-05,14:00:00,イベント,400
2021-08-05,14:00:00,カフェ,1600
2021-08-05,14:00:00,入場料,2400
2021-08-05,15:00:00,カフェ,0
2021-08-05,15:00:00,物販,600
2021-08-05,16:00:00,イベント,3200
2021-08-05,16:00:00,カフェ,12800
2021-08-05,16:00:00,入場料,16600
2021-08-05,17:00:00,入場料,14500
2021-08-06,09:00:00,入場料,600
2021-08-06,10:00:00,入場料,1800
2021-08-06,10:00:00,物販,600
2021-08-06,11:00:00,イベント,5000
2021-08-06,11:00:00,入場料,2400
2021-08-06,12:00:00,イベント,400
2021-08-06,12:00:00,カフェ,1600
2021-08-06,12:00:00,入場料,1200
2021-08-06,13:00:00,イベント,600
2021-08-06,13:00:00,カフェ,2400
2021-08-06,13:00:00,入場料,1800
2021-08-06,14:00:00,カフェ,0
2021-08-06,14:00:00,入場料,600
2021-08-06,15:00:00,入場料,1200
2021-08-06,16:00:00,イベント,1000
2021-08-06,16:00:00,カフェ,4000
2021-08-06,16:00:00,入場料,4800
2021-08-06,17:00:00,イベント,200
2021-08-06,17:00:00,カフェ,800
2021-08-07,09:00:00,イベント,800
2021-08-07,09:00:00,カフェ,3200
2021-08-07,09:00:00,入場料,1800
2021-08-07,10:00:00,イベント,200
2021-08-07,10:00:00,カフェ,800
2021-08-07,10:00:00,入場料,1800
2021-08-07,11:00:00,入場料,0
2021-08-07,12:00:00,イベント,400
2021-08-07,12:00:00,カフェ,1600
2021-08-07,12:00:00,入場料,4400
2021-08-07,13:00:00,イベント,200
2021-08-07,13:00:00,カフェ,800
2021-08-07,13:00:00,入場料,600
2021-08-07,14:00:00,イベント,1000
2021-08-07,14:00:00,カフェ,4000
2021-08-07,14:00:00,入場料,4800
2021-08-07,15:00:00,カフェ,0
2021-08-07,15:00:00,入場料,600
2021-08-07,16:00:00,イベント,800
2021-08-07,16:00:00,カフェ,3200
2021-08-07,16:00:00,入場料,2400
2021-08-07,17:00:00,イベント,3600
2021-08-07,17:00:00,カフェ,14400
2021-08-07,17:00:00,入場料,18900
2021-08-07,17:00:00,物販,600
2021-08-07,18:00:00,カフェ,0
2021-08-08,09:00:00,カフェ,0
2021-08-08,09:00:00,入場料,1200
2021-08-08,10:00:00,イベント,800
2021-08-08,10:00:00,カフェ,3200
2021-08-08,10:00:00,入場料,1200
2021-08-08,11:00:00,カフェ,0
2021-08-08,11:00:00,入場料,600
2021-08-08,12:00:00,入場料,1200
2021-08-08,13:00:00,イベント,800
2021-08-08,13:00:00,カフェ,3200
2021-08-08,13:00:00,入場料,7200
2021-08-08,14:00:00,カフェ,0
2021-08-08,15:00:00,カフェ,0
2021-08-08,16:00:00,イベント,400
2021-08-08,16:00:00,カフェ,1600
2021-08-08,16:00:00,入場料,4800
2021-08-08,17:00:00,イベント,5800
2021-08-08,17:00:00,カフェ,23200
2021-08-08,17:00:00,入場料,39100
2021-08-08,17:00:00,物販,600
2021-08-08,18:00:00,入場料,7800
2021-08-09,09:00:00,イベント,600
2021-08-09,09:00:00,カフェ,2400
2021-08-09,09:00:00,入場料,12000
2021-08-09,10:00:00,イベント,800
2021-08-09,10:00:00,カフェ,3200
2021-08-09,10:00:00,入場料,3600
2021-08-09,11:00:00,カフェ,0
2021-08-09,11:00:00,入場料,3000
2021-08-09,11:00:00,物販,1080
2021-08-09,12:00:00,イベント,600
2021-08-09,12:00:00,カフェ,2400
2021-08-09,12:00:00,入場料,3000
2021-08-09,13:00:00,カフェ,0
2021-08-09,14:00:00,イベント,1000
2021-08-09,14:00:00,カフェ,4000
2021-08-09,14:00:00,入場料,1800
2021-08-09,15:00:00,イベント,200
2021-08-09,15:00:00,カフェ,800
2021-08-09,15:00:00,入場料,3300
2021-08-09,16:00:00,イベント,200
2021-08-09,16:00:00,カフェ,800
2021-08-09,16:00:00,入場料,600
2021-08-09,17:00:00,イベント,4200
2021-08-09,17:00:00,カフェ,16800
2021-08-09,17:00:00,入場料,21400
2021-08-10,09:00:00,入場料,1800
2021-08-10,10:00:00,イベント,600
2021-08-10,10:00:00,カフェ,2400
2021-08-10,10:00:00,入場料,3600
2021-08-10,11:00:00,イベント,1000
2021-08-10,11:00:00,カフェ,4000
2021-08-10,11:00:00,入場料,4200
2021-08-10,11:00:00,物販,500
2021-08-10,12:00:00,イベント,800
2021-08-10,12:00:00,カフェ,3200
2021-08-10,12:00:00,入場料,1800
2021-08-10,13:00:00,カフェ,0
2021-08-10,13:00:00,入場料,600
2021-08-10,14:00:00,イベント,1200
2021-08-10,14:00:00,カフェ,4800
2021-08-10,14:00:00,入場料,7200
2021-08-10,15:00:00,イベント,1400
2021-08-10,15:00:00,カフェ,5600
2021-08-10,15:00:00,入場料,5400
2021-08-10,15:00:00,物販,2200
2021-08-10,16:00:00,イベント,200
2021-08-10,16:00:00,カフェ,800
2021-08-10,16:00:00,入場料,1200
2021-08-10,17:00:00,イベント,1600
2021-08-10,17:00:00,カフェ,6400
2021-08-10,17:00:00,入場料,8700
2021-08-10,17:00:00,物販,1200
2021-08-11,09:00:00,カフェ,0
2021-08-11,10:00:00,イベント,800
2021-08-11,10:00:00,カフェ,3200
2021-08-11,10:00:00,入場料,3000
2021-08-11,11:00:00,イベント,200
2021-08-11,11:00:00,カフェ,800
2021-08-11,11:00:00,入場料,1200
2021-08-11,12:00:00,イベント,400
2021-08-11,12:00:00,カフェ,1600
2021-08-11,12:00:00,入場料,2400
2021-08-11,13:00:00,カフェ,0
2021-08-11,13:00:00,入場料,8000
2021-08-11,14:00:00,イベント,800
2021-08-11,14:00:00,カフェ,3200
2021-08-11,14:00:00,入場料,4100
2021-08-11,15:00:00,イベント,1000
2021-08-11,15:00:00,カフェ,4000
2021-08-11,15:00:00,入場料,5400
2021-08-11,16:00:00,イベント,600
2021-08-11,16:00:00,カフェ,2400
2021-08-11,16:00:00,入場料,6000
2021-08-11,17:00:00,イベント,3400
2021-08-11,17:00:00,カフェ,13600
2021-08-11,17:00:00,入場料,15900
2021-08-12,10:00:00,入場料,1200
2021-08-12,12:00:00,イベント,200
2021-08-12,12:00:00,カフェ,800
2021-08-12,12:00:00,入場料,600
2021-08-12,13:00:00,イベント,200
2021-08-12,13:00:00,カフェ,800
2021-08-12,13:00:00,入場料,1800
2021-08-12,14:00:00,カフェ,0
2021-08-12,14:00:00,入場料,1100
2021-08-12,15:00:00,イベント,600
2021-08-12,15:00:00,カフェ,2400
2021-08-12,15:00:00,入場料,4200
2021-08-12,16:00:00,カフェ,0
2021-08-12,17:00:00,イベント,2600
2021-08-12,17:00:00,カフェ,10400
2021-08-12,17:00:00,入場料,12000
2021-08-12,17:00:00,物販,600
2021-08-13,09:00:00,入場料,1200
2021-08-13,10:00:00,イベント,400
2021-08-13,10:00:00,カフェ,1600
2021-08-13,10:00:00,入場料,1200
2021-08-13,11:00:00,イベント,400
2021-08-13,11:00:00,カフェ,1600
2021-08-13,11:00:00,入場料,2400
2021-08-13,11:00:00,物販,2100
2021-08-13,12:00:00,入場料,600
2021-08-13,13:00:00,イベント,600
2021-08-13,13:00:00,カフェ,2400
2021-08-13,13:00:00,入場料,3600
2021-08-13,14:00:00,カフェ,0
2021-08-13,14:00:00,入場料,3000
2021-08-13,16:00:00,イベント,200
2021-08-13,16:00:00,カフェ,800
2021-08-13,16:00:00,入場料,0
2021-08-13,16:00:00,物販,600
2021-08-13,17:00:00,イベント,2400
2021-08-13,17:00:00,カフェ,9600
2021-08-13,17:00:00,入場料,9000
2021-08-13,17:00:00,物販,600
2021-08-14,09:00:00,イベント,2000
2021-08-14,09:00:00,カフェ,8000
2021-08-14,09:00:00,入場料,11400
2021-08-14,11:00:00,カフェ,0
2021-08-14,11:00:00,物販,1500
2021-08-14,12:00:00,イベント,800
2021-08-14,12:00:00,カフェ,3200
2021-08-14,12:00:00,入場料,4200
2021-08-14,13:00:00,カフェ,0
2021-08-14,13:00:00,入場料,1200
2021-08-14,14:00:00,入場料,2400
2021-08-14,14:00:00,物販,2200
2021-08-14,15:00:00,イベント,400
2021-08-14,15:00:00,カフェ,1600
2021-08-14,15:00:00,物販,600
2021-08-14,16:00:00,入場料,1800
2021-08-14,17:00:00,イベント,200
2021-08-14,17:00:00,カフェ,800
2021-08-14,18:00:00,イベント,3600
2021-08-14,18:00:00,カフェ,14400
2021-08-14,18:00:00,入場料,19200
2021-08-15,09:00:00,イベント,400
2021-08-15,09:00:00,カフェ,1600
2021-08-15,09:00:00,入場料,1200
2021-08-15,10:00:00,カフェ,0
2021-08-15,11:00:00,入場料,1200
2021-08-15,12:00:00,カフェ,0
2021-08-15,13:00:00,イベント,800
2021-08-15,13:00:00,カフェ,3200
2021-08-15,13:00:00,入場料,5400
2021-08-15,14:00:00,イベント,200
2021-08-15,14:00:00,カフェ,800
2021-08-15,14:00:00,入場料,4100
2021-08-15,15:00:00,イベント,200
2021-08-15,15:00:00,カフェ,800
2021-08-15,15:00:00,入場料,1200
2021-08-15,16:00:00,カフェ,0
2021-08-15,16:00:00,入場料,0
2021-08-15,17:00:00,イベント,5200
2021-08-15,17:00:00,カフェ,20800
2021-08-15,17:00:00,入場料,21600
2021-08-15,18:00:00,物販,600
2021-08-16,09:00:00,イベント,200
2021-08-16,09:00:00,カフェ,800
2021-08-16,09:00:00,入場料,700
2021-08-16,10:00:00,イベント,400
2021-08-16,10:00:00,カフェ,1600
2021-08-16,10:00:00,入場料,1200
2021-08-16,11:00:00,イベント,600
2021-08-16,11:00:00,カフェ,2400
2021-08-16,11:00:00,物販,1200
2021-08-16,12:00:00,入場料,600
2021-08-16,14:00:00,カフェ,0
2021-08-16,15:00:00,カフェ,0
2021-08-16,15:00:00,入場料,1400
2021-08-16,16:00:00,イベント,400
2021-08-16,16:00:00,カフェ,1600
2021-08-16,16:00:00,入場料,1200
2021-08-16,17:00:00,カフェ,0
2021-08-16,17:00:00,入場料,0
2021-08-16,18:00:00,イベント,3600
2021-08-16,18:00:00,カフェ,14400
2021-08-16,18:00:00,入場料,27800
2021-08-16,18:00:00,物販,1200
2021-08-17,09:00:00,入場料,0
2021-08-17,11:00:00,カフェ,0
2021-08-17,12:00:00,イベント,400
2021-08-17,12:00:00,カフェ,1600
2021-08-17,13:00:00,イベント,200
2021-08-17,13:00:00,カフェ,800
2021-08-17,13:00:00,入場料,600
2021-08-17,14:00:00,イベント,200
2021-08-17,14:00:00,カフェ,800
2021-08-17,15:00:00,イベント,400
2021-08-17,15:00:00,カフェ,1600
2021-08-17,15:00:00,入場料,1200
2021-08-17,15:00:00,物販,600
2021-08-17,16:00:00,カフェ,0
2021-08-17,16:00:00,入場料,1700
2021-08-17,17:00:00,イベント,1800
2021-08-17,17:00:00,カフェ,7200
2021-08-17,17:00:00,入場料,8600
2021-08-18,08:00:00,イベント,1800
2021-08-18,08:00:00,カフェ,7200
2021-08-18,08:00:00,入場料,8600
2021-08-18,09:00:00,入場料,7800
2021-08-18,09:00:00,撮影料,30000
2021-08-18,10:00:00,カフェ,0
2021-08-18,10:00:00,入場料,3000
2021-08-18,11:00:00,物販,1080
2021-08-18,12:00:00,カフェ,0
2021-08-18,12:00:00,入場料,1200
2021-08-18,13:00:00,入場料,1800
2021-08-18,14:00:00,イベント,400
2021-08-18,14:00:00,カフェ,1600
2021-08-18,14:00:00,入場料,4200
2021-08-18,15:00:00,イベント,200
